news_text,d_pol,doc_id,company_name,positive,negative,neutral,sents,s_pol,terms_neg,terms_pos
"Le rapport sur le marché mondial Moteur Électrique Industriel est une avancée solide tirée par lutilisation dans les principaux marchés en développement. Plus de chances de développement se présenter quelque part dans la fourchette de 2020 et 2029 contrastent avec quelques années en arrière, ce qui suggère le rythme rapide des progrès. Selon le développement financier mondial, la mesure du marché Moteur Électrique Industriel est évaluée à partir de $$ millions de dollars en 2018. Le marché Moteur Électrique Industriel doit dépasser plus de $$ millions US $$ par 2029 à un TCAC de XX% dans la trame de période destimation donnée. La Moteur Électrique Industriel scène de marché et la scène marchande ainsi quun examen SWOT des principaux vendeurs sont clarifiés. Les acteurs remarquables du marché mondial des Moteur Électrique Industriel sont les suivants ABB, Siemens, Mitsubishi, general electric, HITACHI, Nidec, Toshiba, Regal Beloit, WEG, Teco, Emerson, MEIDENSHA, Wolong Électrique, Rockwell Automation, Franklin Electric, Zhongda Moteur, XIZI FORVORDA, Ametek, Allied Motion, JEUMONT. Obtenez GRATUITEMENT Moteur Électrique Industriel rapport détude de marché @ https://market.us/report/industrial-electric-motor-market/request-sample La plus récente enquête sur les connaissances de lindustrie sur le marché Moteur Électrique Industriel offre des informations rentables sur la taille, loffre et le taux de développement du marché Moteur Électrique Industriel pour la période de mesure, 2020-2029. De manière significative, un examen de différentes parties de lentreprise, y compris sans être limitées au volume dinvention, aux ventes de produits, à lévaluation et à la mesure des demandes et des approvisionnements pour la période 2020-2029, offrent aux entrepreneurs un avantage agressif sur leurs rivaux. Lexamen du rapport sur le marché Moteur Électrique Industriel oriente en outre une évaluation subjective des différents principaux moteurs susceptibles de façonner le sort de lentreprise au cours de la période évaluée. Les acteurs du marché mondial Moteur Électrique Industriel sont classés en: ABB Siemens Mitsubishi general electric HITACHI Nidec Toshiba Regal Beloit WEG Teco Emerson MEIDENSHA Wolong Électrique Rockwell Automation Franklin Electric Zhongda Moteur XIZI FORVORDA Ametek Allied Motion JEUMONT Les types de marchés mondiaux Moteur Électrique Industriel sont classés en: Haute Tension Du Moteur De Moteurs Basse Tension Les applications du marché mondial Moteur Électrique Industriel sont classées en: De Pétrole Et De Gaz La Production DÉnergie Mines Et Métaux De Machines Industrielles Régions à vocation mondiale Moteur Électrique Industriel Marché:  Marché du Centre-Est et de lAfrique Moteur Électrique Industriel (Arabie saoudite, Émirats arabes unis, Égypte, Nigéria, Afrique du Sud)  Marché Moteur Électrique Industriel dAmérique du Nord (États-Unis, Canada, Mexique)  Marché Moteur Électrique Industriel Asie-Pacifique (Chine, Japon, Corée, Inde, Asie du Sud-Est)  Marché Moteur Électrique Industriel dAmérique du Sud (Brésil, Argentine, Colombie)  Europe Moteur Électrique Industriel Marché (Allemagne, Royaume-Uni, France, Russie, Italie) Obtenir des données détaillées sur le rapport: enquête @ https://market.us/report/industrial-electric-motor-market/#inquiry En outre, il accentue les subtilités vitales compte tenu du revenu démontré, du volume des transactions, du taux de développement et des revenus nets de lorganisation qui décide de la qualité liée à largent et de la position sur le marché de chaque candidat à la conduite. Les mouvements essentiels des candidats sont également évalués dans ce rapport, y compris les fusions tardives, les acquisitions, les aventures et les envois darticles, tout comme les exercices de marquage et de temps limité. Le rapport garantit doffrir une telle enquête de haut en bas, qui aide sûrement les Moteur Électrique Industriel entreprises, les autorités organisationnelles et les spéculateurs à se contenter de choix commerciaux éclairés et à structurer des méthodologies intéressantes. En outre, le rapport mondial sur les batteries traverse divers éléments cruciaux, par exemple, la rivalité du marché des batteries, la division, la situation de lindustrie, les événements en attente, les acteurs écrasants, etc. le fait que lexécution du marché peut être influencée par ces composants. Le rapport attire également lattention sur ces caractéristiques qui sont amenées à soutenir lâge du revenu sur le marché. Lien dachat direct @ https://market.us/request-covid-19/?report_id=66062 NOUS CONTACTER : M. Benni Johnson Market.us (Propulsé par Prudour Pvt. Ltd.) Email: inquiry@market.us Adresse: 420 Lexington Avenue, Suite 300 New York City, NY 10170. Tél: +1 718 618 4351 Parcourez plus de rapports sur les tendances ici: Ferris Wheel Market With COVID-19 Impact Analysis, To Witness Robust Expansion Throughout The Forecast Period 2020-2029 : https://apnews.com/b0690c28a7719b5c3ac6b0cc823a0821 Eye Tracking Devices Market to Garner Bursting Revenues with Top Growing Companies During 2020-2029 : https://www.marketwatch.com/press-release/eye-tracking-devices-market-to-garner-bursting-revenues-with-top-growing-companies-during-2020-2029-2020-05-04?tesla=y Afficher les rapports déquipements spécifiques:- https://usmarketresearch.blogspot.com/
",Positive,28493,ABB Ltd,[0.222],[0.083],[0.181],: ABB Siemens Mitsubishi general electric HITACHI Nidec Toshiba Regal  Beloit WEG Teco Emerson MEIDENSHA Wolong Électrique Rockwell Automation Franklin,Positive,[],['Regal']
,,28493,ABB Ltd,,,,Haute Tension  Du Moteur De Moteurs Basse Tension  Les applications du marché mondial Moteur Électrique Industriel sont classées en: De Pétrole Et De Gaz La Production,Negative,"['Tension', 'Tension']",[]
,,28493,ABB Ltd,,,,Les mouvements essentiels des candidats sont également évalués dans ce rapport  y compris les fusions tardives les acquisitions,Positive,[],['rapport']
,,28493,ABB Ltd,,,,With COVID-19 Impact  Analysis To Witness Robust  Expansion  Throughout The Forecast Period 2020-2029 : https://apnewscom/b0690c28a7719b5c3ac6b0cc823a0821,Positive,['Impact'],"['Robust', 'Expansion']"
,,28493,ABB Ltd,,,,Eye Tracking Devices Market to Garner Bursting Revenues with Top  Growing Companies,Positive,[],['Top']
"Vigor Chooses ABB Battery Electric Power For New Ferries In Washington July 2nd, 2020 by Steve Hanley The State of Washington operates the one of the largest ferry fleets in world. Visitors to the Seattle area are well familiar with the sight of its green and white ferries crisscrossing Puget Sound all day every day, almost all of them powered by diesel engines. Combined, they suck down about 20 million gallons of diesel fuel a year, which means they are spewing enormous amounts of carbon dioxide and particulate matter in their wake. Under the leadership of Washington Governor Jay Inslee  one of the few political leaders in the US who takes climate change seriously  the management of the state ferry system has made a serious commitment to reducing pollution from its ferries by converting some existing vessels to electric power and calling for any new ferries to be primarily battery electric vessels. Ian Sterling, a public information officer for Washington State Ferries, told Greentech Media at the end of last year, The government-owned ferry operators annual fuel consumption is on par with that of a midsize airline, making it the states biggest diesel polluter. He added the switch to batteries is not just because the governor said [to do] it. Even if youre not an environmentalist, this is a good idea for the taxpayer because we expect it to pay for itself relatively quickly, based on the price of fuel. It saves millions of dollars annually. The ferry operator has begun converting three of its Jumbo Mark II ferries to electricity. Those three vessels alone consume 5 million gallons of fuel a year. Each of them will have two of its four diesel generators and locomotive engines replaced with battery systems supplied by Siemens. Now Vigor Shipyards, which builds vessels in the Pacific Northwest, has been awarded a contract to build new battery-powered Olympic class ferries for the state of Washington. The first of the new vessels is scheduled to enter service in 2024. Each will have a capacity of 144 cars and 1,500 passengers. This landmark project supports Washington States goal for 2050 to reduce emissions by 57.5 per cent below the emissions level in 2019, utilising a hybrid and electric propulsion solution that is space-efficient, easy to install and flexible in operation, Jay Hebert, vice president of marine fabrication at Vigor, tells Cruise and Ferry magazine. Vigor is delighted to partner with ABB in this remarkable work prompted by the commitment of Washington Governor Jay Inslee, the state legislature and Washington State Ferries to replace aging ferries with clean technology in alignment with the states commitment to environmental stewardship, he added. By 2040, the ferry service expects to replace 13 of its current ships with vessels that operate primarily on electricity (they will have diesel engines as a backup power source) and convert 6 more ferries to become plug-in hybrid vessels, saving more than 10 million gallons of diesel fuel from being burned each year. The electrification project will require the installation of high power chargers at the ferry terminals where the electric ships will dock. Moving towards a zero emission future relies on technologies that meet the environmental and cost needs of today and offer flexibility to integrate future energy sources in the years ahead, says Juha Koskela, managing director of ABB Marine & Ports. ABB is delighted to support this milestone project demonstrating the way that electric, digital and connected solutions can deliver shippings zero-emission future. Seattle joins several other ferry services in Denmark, Norway, Iceland, and elsewhere that are transitioning from diesel ferries to electric or hybrid electric ferries in order to lower costs and reduce emissions from the vessels they operate. Saving the planet is nice, but doing it in a way that saves companies and taxpayers money is even better. Support CleanTechnica with Just $3/Month Advertisement from Google:
",Positive,28496,ABB Ltd,[0.5],[0.225],[0.087],The State of Washington operates the one of the largest  ferry fleets in world,Positive,[],['largest']
,,28496,ABB Ltd,,,,Visitors to the Seattle area are well  familiar with the sight of its green and white ferries crisscrossing Puget Sound all day every day almost all of them powered by diesel engines,Positive,[],['well']
,,28496,ABB Ltd,,,,Combined they suck  down about 20 million gallons of diesel fuel a year which means they are spewing  enormous  amounts of carbon dioxide and particulate matter in their wake,Negative,"['suck', 'spewing']",['enormous']
,,28496,ABB Ltd,,,,Under the leadership of Washington Governor Jay Inslee  one of the few political leaders in the US who takes climate change seriously  the management of the state ferry system has made a serious commitment  to reducing pollution from its ferries by converting some existing vessels to electric power and calling for any new ferries to be primarily battery electric vessels,Positive,[],['commitment']
,,28496,ABB Ltd,,,,Even if youre not an environmentalist this is a good  idea for the taxpayer because we expect it to pay for itself relatively quickly based on the price of fuel,Positive,[],['good']
,,28496,ABB Ltd,,,,Now Vigor Shipyards which builds vessels in the Pacific Northwest has been awarded  a contract to build new battery-powered Olympic class ferries for the state of Washington,Positive,[],['awarded']
,,28496,ABB Ltd,,,,This landmark project supports Washington States goal for 2050 to reduce  emissions by 575 per cent below the emissions level in 2019 utilising a hybrid and electric propulsion solution that is space-efficient easy to install and flexible in operation Jay Hebert vice president of marine fabrication  at Vigor tells Cruise and Ferry magazine,Negative,['fabrication'],['reduce']
,,28496,ABB Ltd,,,,Vigor is delighted  to partner with ABB in this remarkable work prompted by the commitment  of Washington Governor Jay Inslee the state legislature and Washington State Ferries to replace aging ferries with clean  technology in alignment with the states commitment  to environmental stewardship he added,Positive,[],"['delighted', 'commitment', 'clean', 'commitment']"
,,28496,ABB Ltd,,,,By 2040 the ferry service expects to replace 13 of its current ships with vessels that operate primarily on electricity they will have diesel engines as a backup power source and convert 6 more ferries to become plug-in hybrid vessels saving more than 10 million gallons of diesel fuel from being burned  each year,Negative,['burned'],[]
,,28496,ABB Ltd,,,,Moving towards a zero emission future relies on technologies that meet the environmental and cost needs of today and offer flexibility  to integrate future energy sources in the years ahead says Juha Koskela managing director of ABB Marine & Ports,Positive,[],['flexibility']
,,28496,ABB Ltd,,,,ABB is delighted  to support this milestone project demonstrating the way that electric digital and connected solutions can deliver shippings,Positive,[],['delighted']
,,28496,ABB Ltd,,,,future Seattle joins several other ferry services in Denmark Norway Iceland and elsewhere that are transitioning from diesel ferries to electric or hybrid electric ferries in order to lower costs and reduce  emissions from the vessels they operate,Positive,[],['reduce']
,,28496,ABB Ltd,,,,Saving the planet is nice  but doing it in a way that saves companies and taxpayers money is even better ,Positive,[],"['nice', 'better']"
"Leading technology firms, Hitachi and ABB, have announced the launch of Hitachi ABB Power Grids, with an annual turnover of $10bn. The launch comes as the two companies completed a joint merger, which will see Hitachi hold 80.1% of the new joint entity, while ABB will maintain the remaining percentage. The deal reflects the commercial importance placed by the global energy sector on sustainable energy, including facilities, mobility solutions, smart cities, industry and information technology. The two companies are now looking to grow and improve on these capabilities, according to Thursdays statement. Hitachi ABB Power Grids will look to develop energy networks to meet the growing demand for, and include a greater volume of, renewable energy within the electricity system. Claudio Facchin, Head of ABBs Power Systems Division has been named as CEO of the new company, with Hitachi Executive Vice President Toshikazu Nishino as Chairperson. Hitachi ABB Power Grids will expand Hitachis energy solutions business globally as a core part of the companys Social Innovation Business. The new entitys headquarters will remain in Zurich, Switzerland, with the current management team ensuring business continuity. Hitachi ABB Power Grids looks to operate with about 36,000 employees in over 90 countries. Nishino said that Hitachis pioneering digital technologies with world-class energy grid solutions will help the company play an important role in global transformation. It will also look to reduce carbon emissions from energy systems, to provide a sustainable energy future, alongside smart solutions for the most dynamic network. Nishino added, It will also contribute to achieving the United Nations Sustainable Development Goal 7, which is to ensure universal access to affordable, reliable and clean energy.
",Positive,28497,ABB Ltd,[0.583],[],[0.104],The deal reflects the commercial importance placed by the global energy sector on sustainable  energy including facilities mobility solutions smart  cities industry and information technology,Positive,[],"['sustainable', 'smart']"
,,28497,ABB Ltd,,,,The two companies are now looking to grow and improve  on these capabilities according to Thursdays statement,Positive,[],['improve']
,,28497,ABB Ltd,,,,Hitachi ABB Power Grids will expand Hitachis energy solutions business globally as a core part of the companys Social Innovation  Business,Positive,[],['Innovation']
,,28497,ABB Ltd,,,,The new entitys headquarters will remain in Zurich Switzerland with the current management team ensuring business continuity ,Positive,[],['continuity']
,,28497,ABB Ltd,,,,Nishino said that Hitachis pioneering digital technologies with world-class energy grid solutions will help  the company play an important  role in global transformation,Positive,[],"['help', 'important']"
,,28497,ABB Ltd,,,,It will also look to reduce  carbon emissions from energy systems to provide  a sustainable  energy future alongside smart  solutions for the most dynamic  network,Positive,[],"['reduce', 'provide', 'sustainable', 'smart', 'dynamic']"
,,28497,ABB Ltd,,,,Nishino added It will also contribute  to achieving the United Nations Sustainable  Development Goal 7 which is to ensure  universal access to affordable  reliable and clean energy,Positive,[],"['contribute', 'Sustainable', 'ensure', 'affordable']"
"Hitachi Ltd. President Toshiaki Higashihara holds a press conference on July 2, 2020, in Tokyo. (Photo courtesy of Hitachi/Kyodo) TOKYO (Kyodo) -- Hitachi Ltd. said Thursday it is aiming to expand its energy-related business in overseas markets, after completing the previous day its acquisition of the power grid business of Swiss engineering group ABB Ltd. ""We would like to offer advanced energy solutions to the world and lead innovations with our digital technologies,"" CEO Toshiaki Higashihara said in an online press conference. The Japanese information and infrastructure giant bought an 80.1 percent stake in ABB's power grid business for around 740 billion yen ($6.9 billion) in Hitachi's largest-ever corporate acquisition and set up Hitachi ABB Power Girds Ltd. in Zurich, Switzerland. Hitachi plans to obtain the remaining stake in the new company, making it wholly-owned in 2023 or later. ""We have obtained a great asset to make Hitachi fly high as a significant global company,"" Higashihara said. Hitachi and ABB had reached the deal in 2018. Through the acquisition, the Hitachi group newly employs about 36,000, focusing on enhancing its businesses in Europe, South America and the Middle East.
",Positive,28495,ABB Ltd,[0.25],[],[0.156],We would like  to offer advanced  energy solutions to the world and lead innovations with our digital technologies CEO Toshiaki Higashihara said in an online press conference,Positive,[],"['like', 'advanced']"
,,28495,ABB Ltd,,,,The Japanese information and infrastructure giant bought an 801 percent stake in ABBs power grid business for around 740 billion yen $69 billion in Hitachis largest-ever corporate acquisition and set up Hitachi ABB Power Girds Ltd in Zurich Switzerland,,,
,,28495,ABB Ltd,,,,We have obtained a great  asset to make Hitachi fly high as a significant  global company Higashihara said,Positive,[],"['great', 'significant']"
"The Board of Directors of Chennai Petroleum Corporation Ltd. (CPCL) has recommended to the Board of Indian Oil Corporation Ltd. (IOCL), its holding company, investment approval for the construction of the 9 million metric tonnes per annum (MMTPA) refinery at its Cauvery Basin Refinery (CBR) in Nagapattinam. The project will help increase the refining capacity in Tamil Nadu and ensure uninterrupted supplies to the southern parts of the State and neighbouring States. It will also aid in economic development of these areas. CPCL has also notified the National Stock Exchange of its boards recommendation for the project that would be a joint venture between IOCL and CPCL, where the two companies would hold 25% of shares each. The balance would be held by financial or strategic or public investors who would be identified later. The project would cost an estimated ?28,980 crore, said a company source. Now, the investment proposal awaits the approval of the board of the IOCL. The environmental clearance for the project is awaited. As far land acquisition, a team of Revenue Department officials, formed by the Tamil Nadu government, has started its work, said a company official. CPCL already owns 650 acres in the area since the CBR had been functioning there with a capacity of one MMTPA. The first-stage approval for the project was received from CPCL/IOCL Boards in September 2017. Subsequently, selection of technology and preparation of process packages were completed. A detailed feasibility report has also been completed. The company has plans to install a single-point mooring to source crude oil for the project. Crude oil will be transported to the refinery through a pipeline from the mooring. The bulk of the refined products will be despatched through a cross-country pipeline to Tiruchi, and the balance through coastal evacuation using nearby port facilities. CPCLs refinery at Manali has a refining capacity of 10.5 MMPTA. Its products include fuel, wax, naphtha and LPG. The CBR was set up in 1993 with a capacity of .5 MMPTA, which was later enhanced to 1 MMPTA. The refinery at the CBR is being replaced with a state-of-the- art refinery of 9 MMTPA.
",Positive,28498,Indian Oil Corp Ltd,[0.364],[],[0.159],Chennai Petroleum Corporation Ltd CPCL has recommended  to the Board of Indian Oil Corporation Ltd IOCL its holding company investment approval  for the construction of the 9 million metric tonnes per annum MMTPA refinery at its Cauvery Basin Refinery CBR in Nagapattinam,Positive,[],"['recommended', 'approval']"
,,28498,Indian Oil Corp Ltd,,,,The project will help  increase  the refining capacity in Tamil Nadu and ensure  uninterrupted supplies to the southern parts of the State and neighbouring States,Positive,[],"['help', 'increase', 'ensure']"
,,28498,Indian Oil Corp Ltd,,,,It will also aid  in economic development of these areas,Positive,[],['aid']
,,28498,Indian Oil Corp Ltd,,,,CPCL has also notified the National Stock Exchange of its boards recommendation  for the project that would be a joint venture between IOCL and CPCL where the two companies would hold 25% of shares each,Positive,[],['recommendation']
,,28498,Indian Oil Corp Ltd,,,,Now the investment proposal awaits the approval  of the board of the IOCL,Positive,[],['approval']
,,28498,Indian Oil Corp Ltd,,,,The first-stage approval  for the project was received from CPCL/IOCL Boards in September 2017,Positive,[],['approval']
,,28498,Indian Oil Corp Ltd,,,,The bulk of the refined  products will be despatched through a cross-country pipeline to Tiruchi and the balance through coastal evacuation using nearby port facilities,Positive,[],['refined']
,,28498,Indian Oil Corp Ltd,,,,MMPTA which was later enhanced  to 1 MMPTA,Positive,[],['enhanced']
"Billionaire Mukesh Ambanis Reliance Industries Ltd (RIL) plans to increase its network of aviation fuel stations by 50 per cent as it looks to capture greater market share in the business currently controlled by public sector oil retailing firms. In its latest annual report, RIL said the double-digit growth observed over 52 consecutive months might have been stalled due to the COVID-19 pandemic, but India continues to be one of the fastest growing aviation markets in the world for the fifth consecutive year. RIL, which operates the worlds largest single location oil refining complex, plans to capture this opportunity through increased presence at airports to refuel airplanes.Air-passenger traffic in India rose 9 per cent even in February after the Indian carriers recouped to full capacity that was lowered following the closure of a major domestic carrier in the first few months of financial year 2019-20 (April 2019 to March 2020) as well as disruptions at Mumbai airport owing to construction and maintenance, it said. Following the COVID-19 pandemic, while travel restrictions were being imposed elsewhere, India was largely unaffected till the end of March 2020, before the sharp escalation in travel bans globally and lockdowns impacted Indias aviation sector too. On account of its network strength, cost competitiveness, industry leading technology and best-in-class service standards, RIL improved its volume share in the domestic market, according to the annual report. Reliance Aviation has the highest market share in 20 per cent of the operating airports. RIL is looking to increase its network to 45 locations as against 30 at the end of FY 2019-20 and is well geared to benefit with the growth in the Indian aviation market, it said. India currently has 256 aviation fuel stations, with state-owned Indian Oil Corp (IOC) owning 119 of them. Bharat Petroleum Corp Ltd (BPCL) has 61 and Hindustan Petroleum Corp Ltd (HPCL) the remaining 44.RIL is the largest private aviation fuel retailer with 31 stations, according to the latest data from the oil ministry.In comparison, RILs auto fuel retailing network is very small.
",Positive,28500,Reliance Industries,[0.5],[0.125],[0.104],Reliance Industries Ltd RIL plans to increase  its network of aviation fuel stations by 50 per cent as it looks to capture greater market share in the business currently controlled by public sector oil retailing firms,Positive,[],['increase']
,,28500,Reliance Industries,,,,In its latest annual report RIL said the double-digit growth  observed over 52 consecutive months might have been stalled due to the COVID-19 pandemic but India continues to be one of the fastest  growing aviation markets in the world for the fifth consecutive year,Positive,[],"['growth', 'fastest']"
,,28500,Reliance Industries,,,,RIL which operates the worlds largest  single location oil refining complex  plans to capture this opportunity through increased  presence at airports to refuel airplanes,Positive,['complex'],"['largest', 'increased']"
,,28500,Reliance Industries,,,,Following the COVID-19 pandemic while travel restrictions were being imposed elsewhere India was largely unaffected  till the end of March 2020 before the sharp escalation in travel bans globally and lockdowns impacted  Indias aviation sector too,Negative,['impacted'],['unaffected']
,,28500,Reliance Industries,,,,On account of its network strength  cost competitiveness industry leading technology and best-in-class service standards RIL improved  its volume share in the domestic market according to the annual report,Positive,[],"['strength', 'improved']"
,,28500,Reliance Industries,,,,RIL is looking to increase  its network to 45 locations as against 30 at the end of FY 2019-20 and is well geared to benefit  with the growth  in the Indian aviation,Positive,[],"['increase', 'benefit', 'growth']"
,,28500,Reliance Industries,,,,the remaining 44RIL is the largest  private aviation fuel retailer with 31 stations according to the latest data from the oil ministry,Positive,[],['largest']
"Billionaire Mukesh Ambani's Reliance Industries Ltd (RIL) plans to increase its network of aviation fuel stations by 50 per cent as it looks to capture greater market share in the business currently controlled by public sector oil retailing firms. In its latest annual report, RIL said the double-digit growth observed over 52 consecutive months might have been stalled due to the COVID-19 pandemic, but India continues to be one of the fastest growing aviation markets in the world for the fifth consecutive year. RIL, which operates the world's largest single location oil refining complex, plans to capture this opportunity through increased presence at airports to refuel airplanes. Air-passenger traffic in India rose 9 per cent even in February after the Indian carriers recouped to full capacity that was lowered following the closure of a major domestic carrier in the first few months of financial year 2019-20 (April 2019 to March 2020) as well as disruptions at Mumbai airport owing to construction and maintenance, it said. Following the COVID-19 pandemic, while travel restrictions were being imposed elsewhere, India was largely unaffected till the end of March 2020, before the sharp escalation in travel bans globally and lockdowns impacted India's aviation sector too. ""On account of its network strength, cost competitiveness, industry leading technology and best-in-class service standards, RIL improved its volume share in the domestic market,"" according to the annual report. Reliance Aviation has the highest market share in 20 per cent of the operating airports. ""RIL is looking to increase its network to 45 locations as against 30 at the end of FY 2019-20 and is well geared to benefit with the growth in the Indian aviation market,"" it said. India currently has 256 aviation fuel stations, with state-owned Indian Oil Corp (IOC) owning 119 of them. Bharat Petroleum Corp Ltd (BPCL) has 61 and Hindustan Petroleum Corp Ltd (HPCL) the remaining 44. RIL is the largest private aviation fuel retailer with 31 stations, according to the latest data from the oil ministry. In comparison, RIL's auto fuel retailing network is very small. Out of 69,392 petrol pumps in the country, RIL operates 1,398. IOC has the highest number of outlets at 29,208, followed by HPCL with 16,557 and BPCL with 16,309 petrol pumps. Russia's Rosneft-backed Nayara Energy is the biggest private auto fuel retailer with 5,720 petrol pumps. RIL said it registered 9.8 per cent growth in retail diesel sales and 14.7 per cent in retail petrol volume as compared with 1.5 per cent and 6.3 per cent for industry, respectively. During financial year 2019-20, RIL registered over 10 per cent growth in average outlet sales volume. On bulk diesel, RIL said it registered a volume growth of 10.8 per cent, increasing market share to 8.8 per cent, despite expected demand contraction and margin pressure. Direct sales volume would be driven by continued volume growth from railways and sourcing higher volume shares in State Transport Units (STUs), it said. Disclaimer:News18.com is part of Network18 Media & Investment Limited which is owned by Reliance Industries Limited that also owns Reliance Jio.
",Positive,28501,Reliance Industries,[0.524],[0.071],[0.107],Billionaire Mukesh Ambanis Reliance Industries Ltd RIL plans to increase  its network of aviation fuel stations by 50 per cent as it looks to capture greater market share in the business currently controlled by public sector oil retailing firms,Positive,[],['increase']
,,28501,Reliance Industries,,,,In its latest annual report RIL said the double-digit growth  observed over 52 consecutive months might have been stalled due to the COVID-19 pandemic but India continues to be one of the fastest  growing aviation markets in the world for the fifth consecutive year,Positive,[],"['growth', 'fastest']"
,,28501,Reliance Industries,,,,RIL which operates the worlds largest  single location oil refining complex  plans to capture this opportunity through increased  presence at airports to refuel airplanes,Positive,['complex'],"['largest', 'increased']"
,,28501,Reliance Industries,,,,Following the COVID-19 pandemic while travel restrictions were being imposed elsewhere India was largely unaffected  till the end of March 2020 before the sharp escalation in travel bans globally and lockdowns impacted  Indias aviation sector too,Negative,['impacted'],['unaffected']
,,28501,Reliance Industries,,,,On account of its network strength  cost competitiveness industry leading technology and best-in-class service standards RIL improved  its volume share in the domestic market according to the annual report,Positive,[],"['strength', 'improved']"
,,28501,Reliance Industries,,,,RIL is looking to increase  its network to 45 locations as against 30 at the end of FY 2019-20 and is well geared to benefit  with the growth  in the Indian aviation market it said,Positive,[],"['increase', 'benefit', 'growth']"
,,28501,Reliance Industries,,,,RIL is the largest  private aviation fuel retailer with 31 stations according to the latest data from the oil ministry,Positive,[],['largest']
,,28501,Reliance Industries,,,,Russias Rosneft-backed Nayara Energy is the biggest  private auto fuel retailer with 5720 petrol pumps,Positive,[],['biggest']
,,28501,Reliance Industries,,,,RIL said it registered 98 per cent growth  in retail diesel sales and 147 per cent in retail petrol volume as compared with 15 per cent and 63 per cent for industry respectively,Positive,[],['growth']
,,28501,Reliance Industries,,,,During financial year 2019-20 RIL registered over 10 per cent growth  in average outlet sales volume,Positive,[],['growth']
,,28501,Reliance Industries,,,,On bulk diesel RIL said it registered a volume growth  of 108 per cent increasing market share to 88 per cent despite expected demand contraction and margin pressure,Positive,[],['growth']
,,28501,Reliance Industries,,,,Direct sales volume would be driven by continued volume growth  from railways and sourcing higher volume shares in State Transport Units STUs it said,Positive,[],['growth']
